gene_id	gene_name	Ribo_NitrogenMinus_rep1	Ribo_NitrogenMinus_rep2	Ribo_NitrogenPlus_rep1	Ribo_NitrogenPlus_rep2	RNA_NitrogenMinus_rep1	RNA_NitrogenMinus_rep2	RNA_NitrogenPlus_rep1	RNA_NitrogenPlus_rep2
MM_RS00005	MM_RS00005	76.656188997052	91.9467220056029	138.302088314146	225.318027812733	3.11445593558422	6.74439126271932	5.15562183376478	11.6859515715056
MM_RS00010	MM_RS00010	13.7073023850381	34.175774943492	134.618953419297	78.1932641538936	0.454478344257346	1.20925757372315	2.7415513209786	3.72155215866458
MM_RS00015	MM_RS00015	7.02324804753754	12.0542975812987	98.7244108918934	58.4581199573539	0.202847767309746	0.527258516213884	2.56475781734976	3.8348932243715
MM_RS00020	MM_RS00020	3.76126686695259	5.01123076446517	75.4497995668069	38.3479230592398	0.18718314582328	0.292970391046585	1.28218151896495	3.28451763705209
MM_RS00025	MM_RS00025	3.84506954526597	5.99795239261695	49.4177090207675	38.2180797482425	0.0929343398797079	0.369803178019464	1.67401137259583	3.17195281464471
MM_RS00030	MM_RS00030	6.20766289534488	7.80475939943995	123.221606783583	94.4457778816783	0.148053375397087	0.342070173179254	1.06696469837096	5.21106761071987
MM_RS00035	MM_RS00035	1.23115069560808	1.36882097419597	0.595864028245245	0.21164274876839	0.122992251253739	0.244971513813528	0.0532613834461772	0.0837674685246835
MM_RS00040	MM_RS00040	0.429772275258105	0.395885173869514	0.804647032214521	0.149314673876884	0.0299216972741487	0.0648121735271221	0.179337011033989	0.0777165883783181
MM_RS00045	MM_RS00045	6.367472653989	8.02407736422981	14.8642977197054	3.07998272664318	0.508282913710861	1.15339961884286	1.99989332413778	1.72319331713993
MM_RS00050	MM_RS00050	18.6074613884135	38.329569059902	82.3210673289677	26.3567998540254	1.4623287395216	3.88458328557879	5.87532163530195	13.2838706728708
MM_RS00055	MM_RS00055	9.09732173689761	23.2897962237847	21.8927855682301	5.46504191718051	0.158335269703204	0.251504894461222	0.203356518879951	0.168877456198561
MM_RS00060	MM_RS00060	6.80371996145127	15.3920525952703	15.6413824429991	5.44771441665552	0.100001581428602	0.361013230522567	0.128435844548022	0.106660283210933
MM_RS00065	MM_RS00065	22.7961229797367	18.2930946624263	5.24743462931289	2.96679747256206	1.15839648868918	0.679728080910065	0.283386766846171	0.804073530617018
MM_RS00070	MM_RS00070	4.55431986554993	3.78974499052452	3.81392706638701	1.16895532340011	0.136645444531943	0.236783893866418	0.233999861420697	0.0936932025187214
MM_RS00075	MM_RS00075	369.781610410885	837.749039232247	1528.34825922298	484.085039639619	26.3769001328063	51.4170313210504	61.294916232396	51.3303702556424
MM_RS00080	MM_RS00080	100.473508688205	198.367637347216	506.361438846061	131.880978239052	4.27421229503723	9.89529636340709	16.5728654247312	26.4464278795895
MM_RS00090	MM_RS00090	23.9685271352195	45.3650374240078	84.4634770810418	35.0900860045011	0.515293399384804	1.18321627353234	2.22239946473432	1.7573766542444
MM_RS00095	MM_RS00095	198.75683240849	360.93326171594	503.960788488963	286.39584899902	2.15648487346187	6.67651269439328	7.87820400361873	8.37226754687104
MM_RS00105	MM_RS00105	57.5965243521633	76.8096960967288	24.3219443882749	12.2117972821777	3.35735291849436	2.84424544714602	2.83634913910088	0.998675180750127
MM_RS00110	MM_RS00110	0.911661637439085	1.29787092262736	0.56180248328848	0.227922960212112	0.0365394322934312	0.0844209613202005	0.0469279936102966	0.0633274554119612
MM_RS00115	MM_RS00115	52.5871710659798	139.748494637555	208.138276782297	134.607470098147	0.769126104280501	1.06593820027374	1.11392653021725	3.4899453361537
MM_RS00120	MM_RS00120	36.4093430403511	21.8289658659433	24.2632085333371	4.21806561073389	0.224578456710972	1.54369634330509	0	0.926764510493322
MM_RS00125	MM_RS00125	39.2707268646308	27.0824880073413	18.5981286371096	4.90640970719977	1.787104017871	4.81543872550021	1.72857834798057	3.21733123441745
MM_RS00130	MM_RS00130	79.679129134715	88.6311525150028	39.6248414666877	12.4756812745294	1.17500779816983	3.03250306692957	0.998947024180724	1.33323922417416
MM_RS00135	MM_RS00135	29.7931700437541	53.229467156673	13.7644159553969	4.605307935811	1.79144243695225	2.79856653966214	1.32472464116171	1.84558525246641
MM_RS00145	MM_RS00145	9.41670163539541	17.1888396155144	7.91548991053936	1.75986046514795	0.323864914115192	0.698394471053476	0.23416905260064	0.5642048070861
MM_RS00150	MM_RS00150	5.13996150156476	6.50089696107062	3.38095014129306	1.65208415114538	0.0647720747290391	0.161896423142853	0.073947825047255	0.253316184297841
MM_RS00155	MM_RS00155	1.02474573194545	1.27116282868096	2.16267528151239	0.627453477176115	0.0384191868718071	0.0786801169222269	0.129589164424636	0.169497814573188
MM_RS00160	MM_RS00160	0.512978569026365	0.994725153637727	1.19172310280449	0.0564386139403714	0.0508941281860292	0.0783919219223286	0.213039894078711	0.12665809214892
MM_RS00165	MM_RS00165	2.58009532617037	5.27685611280909	6.33379283083314	1.33151101687703	0.105556846468802	0.294693797145977	0.195824691519472	0.403430185657672
MM_RS00170	MM_RS00170	42.6244128187519	38.0560336644009	0	4.22279278615561	1.02665021128301	1.26691674735279	1.428458573438	0
MM_RS00175	MM_RS00175	29.234544095147	28.3734326309385	12.8910365298905	7.59178622906891	3.44963797116463	6.49476828160743	2.10546016086345	2.42881120171609
MM_RS00180	MM_RS00180	3.88030149475514	3.86771927080103	1.1858480312049	0.359150335603085	0.0863642797953842	0.112473862610298	0	0.0230296116611668
MM_RS00185	MM_RS00185	0.11084232760016	0.206680585004221	0.603527380491916	0.167681249451134	0.00458133422604188	0.0370532311369207	0.0575419202987448	0.092856514044224
MM_RS00190	MM_RS00190	0.73675323256561	1.27689616618145	1.40832797697253	0.31996118888361	0.0288524165900725	0.066662385426469	0.0713704794061174	0.135063152793872
MM_RS00195	MM_RS00195	0.80361219996317	1.12262576419805	2.88686454566586	0.792666410008259	0.0481108200784339	0.0926316368673022	0.219703206715481	0.234581361384094
MM_RS00200	MM_RS00200	6.61448235290888	9.11021096939909	32.7154303223036	26.8780458973128	0.132175351820805	0.467619442934936	0.73562069156984	0.691661411809541
MM_RS00205	MM_RS00205	5.57076946248381	10.3947946152881	34.0383418915261	11.1944894177453	0.192041448719083	0.88419666943789	0.724459713399575	0.981104722785681
MM_RS00210	MM_RS00210	10.9954380235682	31.210953947992	61.1337857212878	26.2748032794861	0.536054698441867	0.86697125429397	1.25456669854519	1.30548852621583
MM_RS00215	MM_RS00215	2.14913826911504	2.56446666724348	7.36432299109936	1.726063830443	0.0284301528804373	0.110842678910874	0.413813427611526	0.439668658710905
MM_RS00220	MM_RS00220	0.379649349157975	0.509666105430172	2.61837971798819	0.877143622214597	0.0251110693133049	0.0652675216269614	0.243669137354461	0.207562368175324
MM_RS00225	MM_RS00225	2.41439360771219	3.41559575377838	4.91760335417382	7.43395360399771	0.149708376710657	0.307463717591469	0.740631570349164	0.514515691940946
MM_RS00230	MM_RS00230	0.809818326635825	1.5308011126319	1.75231193302223	0.561527656264251	0.0373113121927643	0.168317407740586	0.0924883585160508	0.123957147225543
MM_RS00240	MM_RS00240	5.93303579961014	6.81592783186639	2.70843772952309	1.56052644334647	0.0740255525810444	0.263678251256925	0.0845109943817202	0.203967470927483
MM_RS00245	MM_RS00245	7.78672410010033	10.8915295518992	8.32866199899323	5.96024537198041	0.256593310653312	0.539916040609417	0.34524870193947	0.386082420443092
MM_RS00250	MM_RS00250	29.0016000192265	60.1944662149012	35.5263449541712	23.992366097865	0.805440783309126	2.33333046937636	1.40051101036435	2.44504868450634
MM_RS00255	MM_RS00255	3.14049179139579	5.1121161379987	6.45378101319829	2.2575034874548	0.593754991152016	0.885822089237316	1.29761175457578	0.712903118821781
MM_RS00260	MM_RS00260	2.47113267485974	4.55202960254672	6.53662150422679	1.59452021481965	0.398873478450387	0.973609168156328	0.440683806839535	0.754801169046614
MM_RS00265	MM_RS00265	7.46196609097244	6.42744970271801	11.9790133998745	2.42819517963759	0.225915625124817	0.582197129044492	1.66653594229533	1.18625882793745
MM_RS00270	MM_RS00270	8.47770481882798	17.3984758962487	21.8550830640611	13.30497405327	0.551460513138557	1.25439467460721	1.46249701898961	1.44962481790426
MM_RS00275	MM_RS00275	1.45247858505373	2.6720869318005	2.24954807294735	1.17187130476364	0.128091199059334	0.129477367604296	0.255910119223365	0.307395527940357
MM_RS00280	MM_RS00280	0.32175478695425	0.643500364195586	4.19766435261094	0	4.54046999607719e-06	0.645017875122317	0.143823782363872	0.63748980974208
MM_RS00285	MM_RS00285	33.6667595499456	51.0180681373539	46.2517191298895	11.3866854457302	0.292991988376865	0.98465280055243	0.456128141715367	0.625012653099574
MM_RS00290	MM_RS00290	4.13032772800368	4.48923442232974	3.41266363908439	5.55015571686762	0.0726724925222134	0.182508129535577	0.0973949027344089	0.242642838929252
MM_RS00295	MM_RS00295	5.53686340363513	6.7557322394602	4.0112571483173	4.50499406988948	0.214516775199665	0.402703519207851	0.240530640966512	0.330943695576212
MM_RS00300	MM_RS00300	92.0563981366193	167.405847658999	173.334966883441	71.7578534582015	2.10512761733624	8.19366339625774	5.87886337066876	8.25125948791873
MM_RS00305	MM_RS00305	26.183419462865	32.504533770192	20.9147644795958	24.6068003343054	0.488575003692888	1.44239868279085	0.681730480904874	1.28829028327616
MM_RS00310	MM_RS00310	37.9664258771603	48.6191293336923	39.4762853771431	30.2499430005417	0.363085493941306	1.76347961412751	0.793371280990515	1.12014135050217
